Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
579,8520,8520,0,0,0,0,
580,8445,8445,0,0,0,0,
581,9405,9405,0,0,0,0,
582,12645,12645,0,0,0,0,
583,17235,17235,0,0,0,0,
584,15735,15735,11970,0,-11970,0,
585,12390,-5968,27270,18358,-7945.79,0,
586,12135,-26083.5,40230,38218.5,0,0,
587,12135,-32923.5,47430,45058.5,0,0,
588,11745,-37930.5,52290,49675.5,0,0,
589,11685,-37477.5,51750,49162.5,0,0,
590,11580,-29802,43560,41382,0,0,
591,12120,-18318,32040,30438,0,0,
592,14220,-5103,20340,19323,0,0,
593,19080,0,2250,19080,17834.2,0,
594,24900,24900,0,0,0,0,
595,28005,28005,0,0,0,0,
596,27450,76950,0,0,0,49500,
597,23940,73440,0,0,0,49500,
598,19425,68925,0,0,0,49500,
599,14910,55883.7,0,0,0,40973.7,
600,10380,10380,0,0,0,0,
601,8775,8775,0,0,0,0,
602,8325,8325,0,0,0,0,
603,8295,8295,0,0,0,0,
604,8235,8235,0,0,0,0,
605,9045,9045,0,0,0,0,
606,12450,12450,0,0,0,0,
607,17235,17235,0,0,0,0,
608,16005,16005,11520,0,-11520,0,
609,12855,-5598,27720,18453,-8295.79,0,
610,12765,-25111.5,39870,37876.5,0,0,
611,12930,-32641.5,47970,45571.5,0,0,
612,12465,-37210.5,52290,49675.5,0,0,
613,12345,-31345.5,45990,43690.5,0,0,
614,12135,-29845.5,44190,41980.5,0,0,
615,12720,-20112,34560,32832,0,0,
616,14760,-3366,19080,18126,0,0,
617,19620,0,2250,19620,18402.6,0,
618,25425,25425,0,0,0,0,
619,28530,28530,0,0,0,0,
620,27990,77490,0,0,0,49500,
621,24465,73965,0,0,0,49500,
622,19860,69360,0,0,0,49500,
623,15150,56123.7,0,0,0,40973.7,
624,10290,10290,0,0,0,0,
625,8550,8550,0,0,0,0,
626,7830,7830,0,0,0,0,
627,7755,7755,0,0,0,0,
628,7740,7740,0,0,0,0,
629,8625,8625,0,0,0,0,
630,12075,12075,0,0,0,0,
631,17040,17040,90,0,-90,0,
632,15915,15915,7920,0,-7920,0,
633,13050,9304.5,16380,3745.5,-12437.4,0,
634,13050,-12172.5,26550,25222.5,0,0,
635,12930,-13746,28080,26676,0,0,
636,12465,-31567.5,46350,44032.5,0,0,
637,12345,-17152.5,31050,29497.5,0,0,
638,12135,-12232.5,25650,24367.5,0,0,
639,12720,0,6390,12720,6999.47,0,
640,14760,0,11340,14760,4196.84,0,
641,19620,0,1440,19620,19212.6,0,
642,25425,25425,0,0,0,0,
643,28530,28530,0,0,0,0,
644,27990,77490,0,0,0,49500,
645,24465,73965,0,0,0,49500,
646,19860,69360,0,0,0,49500,
647,15150,56123.7,0,0,0,40973.7,
648,10200,10200,0,0,0,0,
649,8580,8580,0,0,0,0,
650,8010,8010,0,0,0,0,
651,7905,7905,0,0,0,0,
652,7830,7830,0,0,0,0,
653,8655,8655,0,0,0,0,
654,11925,11925,0,0,0,0,
655,16680,16680,90,0,-90,0,
656,15435,15435,4500,0,-4500,0,
657,12495,12495,9900,0,-9900,0,
658,12525,12525,18900,0,-18900,0,
659,12330,-6187.67,19890,18517.7,-397.719,0,
660,11745,-21685.5,35190,33430.5,0,0,
661,11685,-7467,20160,19152,0,0,
662,11580,-14326.5,27270,25906.5,0,0,
663,12120,-5407.5,18450,17527.5,0,0,
664,14220,-1683,16740,15903,0,0,
665,19080,0,2250,19080,17834.2,0,
666,24900,24900,0,0,0,0,
667,28005,28005,0,0,0,0,
668,27450,76950,0,0,0,49500,
669,23940,73440,0,0,0,49500,
670,19425,68925,0,0,0,49500,
