Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
474,33900,33900,0,0,0,0,
475,38040,38040,0,0,0,0,
476,37320,103320,0,0,0,66000,
477,32620,98620,0,0,0,66000,
478,26720,92720,0,0,0,66000,
479,20720,77928.3,0,0,0,57208.3,
480,14500,14500,0,0,0,0,
481,12560,12560,0,0,0,0,
482,11840,11840,0,0,0,0,
483,11740,11740,0,0,0,0,
484,11720,11720,0,0,0,0,
485,12840,12840,0,0,0,0,
486,17420,17420,0,0,0,0,
487,23580,23580,0,0,0,0,
488,21620,21620,16660,0,-16660,0,
489,17180,-11271,40460,28451,-10823.5,0,
490,16880,-41852.8,61180,58732.8,0,0,
491,16340,-55832.8,75180,72172.8,0,0,
492,15660,-60141.6,78960,75801.6,0,0,
493,15580,-59549.6,78260,75129.6,0,0,
494,15440,-50012.8,68180,65452.8,0,0,
495,16160,-33299.2,51520,49459.2,0,0,
496,18960,-10070.4,30240,29030.4,0,0,
497,25440,0,2660,25440,23840,0,
498,33200,33200,0,0,0,0,
499,37340,37340,0,0,0,0,
500,36600,102600,0,0,0,66000,
501,31920,97920,0,0,0,66000,
502,25900,91900,0,0,0,66000,
503,20080,77288.3,0,0,0,57208.3,
504,14200,14200,0,0,0,0,
505,12140,12140,0,0,0,0,
506,11560,11560,0,0,0,0,
507,11420,11420,0,0,0,0,
508,11300,11300,0,0,0,0,
509,12560,12560,0,0,0,0,
510,17140,17140,0,0,0,0,
511,23320,23320,0,0,0,0,
512,21420,21420,16240,0,-16240,0,
513,16900,-12919.7,41020,29819.7,-9957.8,0,
514,16540,-42864.8,61880,59404.8,0,0,
515,16180,-57471.2,76720,73651.2,0,0,
516,15660,-63098.4,82040,78758.4,0,0,
517,15580,-60221.6,78960,75801.6,0,0,
518,15440,-48265.6,66360,63705.6,0,0,
519,16160,-34105.6,52360,50265.6,0,0,
520,18960,-9667.2,29820,28627.2,0,0,
521,25440,0,2800,25440,23700,0,
522,33200,33200,0,0,0,0,
523,37340,37340,0,0,0,0,
524,36600,102600,0,0,0,66000,
525,31920,97920,0,0,0,66000,
526,25900,91900,0,0,0,66000,
527,19880,77088.3,0,0,0,57208.3,
528,13660,13660,0,0,0,0,
529,11580,11580,0,0,0,0,
530,10880,10880,0,0,0,0,
531,10780,10780,0,0,0,0,
532,10620,10620,0,0,0,0,
533,11760,11760,0,0,0,0,
534,16120,16120,0,0,0,0,
535,22480,22480,0,0,0,0,
536,20880,20880,10080,0,-10080,0,
537,16720,461.398,32900,16258.6,-15964,0,
538,16820,-22828,41300,39648,0,0,
539,16700,-26039.2,44520,42739.2,0,0,
540,15960,-25704,43400,41664,0,0,
541,15580,-61028,79800,76608,0,0,
542,15440,-50684.8,68880,66124.8,0,0,
543,16160,-32089.6,50260,48249.6,0,0,
544,18960,-10742.4,30940,29702.4,0,0,
545,25440,0,3080,25440,23420,0,
546,33200,33200,0,0,0,0,
547,37340,37340,0,0,0,0,
548,36640,102640,0,0,0,66000,
549,32100,98100,0,0,0,66000,
550,26360,92360,0,0,0,66000,
551,20540,77748.3,0,0,0,57208.3,
552,14560,14560,0,0,0,0,
553,12500,12500,0,0,0,0,
554,11920,11920,0,0,0,0,
555,11760,11760,0,0,0,0,
556,11560,11560,0,0,0,0,
557,12780,12780,0,0,0,0,
558,17420,17420,0,0,0,0,
559,23460,23460,0,0,0,0,
560,21420,21420,16940,0,-16940,0,
561,16980,-14089.2,41160,31069.2,-8796.26,0,
562,16780,-40743.2,59920,57523.2,0,0,
563,16360,-56619.2,76020,72979.2,0,0,
564,15660,-62426.4,81340,78086.4,0,0,
565,15580,-60221.6,78960,75801.6,0,0,
566,15440,-48131.2,66220,63571.2,0,0,
567,16160,-32896,51100,49056,0,0,
568,18960,-11817.6,32060,30777.6,0,0,
569,25440,0,3360,25440,23140,0,
570,33200,33200,0,0,0,0,
571,37340,37340,0,0,0,0,
572,36600,102600,0,0,0,66000,
573,31920,97920,0,0,0,66000,
574,26080,92080,0,0,0,66000,
575,20200,77408.3,0,0,0,57208.3,
576,14220,14220,0,0,0,0,
577,12320,12320,0,0,0,0,
578,11520,11520,0,0,0,0,
579,11360,11360,0,0,0,0,
580,11260,11260,0,0,0,0,
581,12540,12540,0,0,0,0,
582,16860,16860,0,0,0,0,
583,22980,22980,0,0,0,0,
584,20980,20980,18620,0,-18620,0,
585,16520,-17667,42420,34187,-6808.57,0,
586,16180,-43896.8,62580,60076.8,0,0,
587,16180,-54648.8,73780,70828.8,0,0,
588,15660,-62426.4,81340,78086.4,0,0,
589,15580,-61700,80500,77280,0,0,
590,15440,-49609.6,67760,65049.6,0,0,
591,16160,-31686.4,49840,47846.4,0,0,
592,18960,-11414.4,31640,30374.4,0,0,
593,25440,0,3500,25440,23000,0,
594,33200,33200,0,0,0,0,
595,37340,37340,0,0,0,0,
596,36600,102600,0,0,0,66000,
597,31920,97920,0,0,0,66000,
598,25900,91900,0,0,0,66000,
599,19880,77088.3,0,0,0,57208.3,
600,13840,13840,0,0,0,0,
601,11700,11700,0,0,0,0,
602,11100,11100,0,0,0,0,
603,11060,11060,0,0,0,0,
604,10980,10980,0,0,0,0,
605,12060,12060,0,0,0,0,
606,16600,16600,0,0,0,0,
607,22980,22980,0,0,0,0,
608,21340,21340,17920,0,-17920,0,
609,17140,-17194.7,43120,34334.7,-7354.73,0,
610,17020,-42519.2,62020,59539.2,0,0,
611,17240,-54395.2,74620,71635.2,0,0,
612,16620,-61466.4,81340,78086.4,0,0,
613,16460,-52218.4,71540,68678.4,0,0,
614,16180,-49810.4,68740,65990.4,0,0,
615,16960,-34649.6,53760,51609.6,0,0,
616,19680,-8812.8,29680,28492.8,0,0,
617,26160,0,3500,26160,23750,0,
618,33900,33900,0,0,0,0,
619,38040,38040,0,0,0,0,
620,37320,103320,0,0,0,66000,
621,32620,98620,0,0,0,66000,
622,26480,92480,0,0,0,66000,
623,20200,77408.3,0,0,0,57208.3,
624,13720,13720,0,0,0,0,
625,11400,11400,0,0,0,0,
626,10440,10440,0,0,0,0,
627,10340,10340,0,0,0,0,
628,10320,10320,0,0,0,0,
629,11500,11500,0,0,0,0,
630,16100,16100,0,0,0,0,
631,22720,22720,140,0,-140,0,
632,21220,21220,12320,0,-12320,0,
633,17400,6032.55,25480,11367.5,-13638.9,0,
634,17400,-22248,41300,39648,0,0,
635,17240,-24692.8,43680,41932.8,0,0,
636,16620,-52596,72100,69216,0,0,
637,16460,-29908,48300,46368,0,0,
638,16180,-22124,39900,38304,0,0,
639,16960,0,9940,16960,7726.67,0,
640,19680,-2.22045e-012,17640,19680,2860,0,
641,26160,0,2240,26160,25010,0,
642,33900,33900,0,0,0,0,
643,38040,38040,0,0,0,0,
644,37320,103320,0,0,0,66000,
645,32620,98620,0,0,0,66000,
646,26480,92480,0,0,0,66000,
647,20200,77408.3,0,0,0,57208.3,
648,13600,13600,0,0,0,0,
649,11440,11440,0,0,0,0,
650,10680,10680,0,0,0,0,
651,10540,10540,0,0,0,0,
652,10440,10440,0,0,0,0,
653,11540,11540,0,0,0,0,
654,15900,15900,0,0,0,0,
655,22240,22240,140,0,-140,0,
656,20580,20580,7000,0,-7000,0,
657,16660,16660,15400,0,-15400,0,
658,16700,4390.13,29400,12309.9,-16577.2,0,
659,16440,-13262.4,30940,29702.4,0,0,
660,15660,-36890.4,54740,52550.4,0,0,
661,15580,-14525.6,31360,30105.6,0,0,
662,15440,-25283.2,42420,40723.2,0,0,
663,16160,-11392,28700,27552,0,0,
664,18960,-6038.4,26040,24998.4,0,0,
665,25440,0,3500,25440,23000,0,
666,33200,33200,0,0,0,0,
667,37340,37340,0,0,0,0,
668,36600,102600,0,0,0,66000,
669,31920,97920,0,0,0,66000,
670,25900,91900,0,0,0,66000,
671,20100,77308.3,0,0,0,57208.3,
672,14100,14100,0,0,0,0,
673,12000,12000,0,0,0,0,
674,11220,11220,0,0,0,0,
675,11080,11080,0,0,0,0,
676,10860,10860,0,0,0,0,
677,11960,11960,0,0,0,0,
678,16300,16300,0,0,0,0,
679,22560,22560,0,0,0,0,
680,20960,20960,5740,0,-5740,0,
681,17060,17060,15960,0,-15960,0,
682,17140,-4426.66,26040,21566.7,-3574.73,0,
683,16700,-41898.4,61040,58598.4,0,0,
684,15720,-62232,81200,77952,0,0,
685,15580,-64656.8,83580,80236.8,0,0,
686,15440,-49340.8,67480,64780.8,0,0,
687,16160,-36928,55300,53088,0,0,
688,18960,-14102.4,34440,33062.4,0,0,
689,25440,0,4900,25440,21600,0,
690,33200,33200,0,0,0,0,
691,37340,37340,0,0,0,0,
692,36600,102600,0,0,0,66000,
693,31920,97920,0,0,0,66000,
694,26020,92020,0,0,0,66000,
695,20200,77408.3,0,0,0,57208.3,
696,14080,14080,0,0,0,0,
